./startcell1k.data (written by ASE) 

1080 	 atoms 
3  atom types
0.0      38.483999999999995  xlo xhi
0.0      38.483999999999995  ylo yhi
0.0      38.483999999999995  zlo zhi
0.0 0.0 0.0 xy xz yz

Atoms 

     1   3                       0                       0                       0
     2   1      3.2069999999999999                       0                       0
     3   1                       0      3.2069999999999999                       0
     4   1                       0                       0      3.2069999999999999
     5   2      3.2069999999999999      3.2069999999999999      3.2069999999999999
     6   3                       0                       0      6.4139999999999997
     7   1      3.2069999999999999                       0      6.4139999999999997
     8   1                       0      3.2069999999999999      6.4139999999999997
     9   1                       0                       0      9.6210000000000004
    10   2      3.2069999999999999      3.2069999999999999      9.6210000000000004
    11   3                       0                       0      12.827999999999999
    12   1      3.2069999999999999                       0      12.827999999999999
    13   1                       0      3.2069999999999999      12.827999999999999
    14   1                       0                       0                  16.035
    15   2      3.2069999999999999      3.2069999999999999                  16.035
    16   3                       0                       0      19.242000000000001
    17   1      3.2069999999999999                       0      19.242000000000001
    18   1                       0      3.2069999999999999      19.242000000000001
    19   1                       0                       0      22.449000000000002
    20   2      3.2069999999999999      3.2069999999999999      22.449000000000002
    21   3                       0                       0      25.655999999999999
    22   1      3.2069999999999999                       0      25.655999999999999
    23   1                       0      3.2069999999999999      25.655999999999999
    24   1                       0                       0                  28.863
    25   2      3.2069999999999999      3.2069999999999999                  28.863
    26   3                       0                       0                   32.07
    27   1      3.2069999999999999                       0                   32.07
    28   1                       0      3.2069999999999999                   32.07
    29   1                       0                       0      35.277000000000001
    30   2      3.2069999999999999      3.2069999999999999      35.277000000000001
    31   3                       0      6.4139999999999997                       0
    32   1      3.2069999999999999      6.4139999999999997                       0
    33   1                       0      9.6210000000000004                       0
    34   1                       0      6.4139999999999997      3.2069999999999999
    35   2      3.2069999999999999      9.6210000000000004      3.2069999999999999
    36   3                       0      6.4139999999999997      6.4139999999999997
    37   1      3.2069999999999999      6.4139999999999997      6.4139999999999997
    38   1                       0      9.6210000000000004      6.4139999999999997
    39   1                       0      6.4139999999999997      9.6210000000000004
    40   2      3.2069999999999999      9.6210000000000004      9.6210000000000004
    41   3                       0      6.4139999999999997      12.827999999999999
    42   1      3.2069999999999999      6.4139999999999997      12.827999999999999
    43   1                       0      9.6210000000000004      12.827999999999999
    44   1                       0      6.4139999999999997                  16.035
    45   2      3.2069999999999999      9.6210000000000004                  16.035
    46   3                       0      6.4139999999999997      19.242000000000001
    47   1      3.2069999999999999      6.4139999999999997      19.242000000000001
    48   1                       0      9.6210000000000004      19.242000000000001
    49   1                       0      6.4139999999999997      22.449000000000002
    50   2      3.2069999999999999      9.6210000000000004      22.449000000000002
    51   3                       0      6.4139999999999997      25.655999999999999
    52   1      3.2069999999999999      6.4139999999999997      25.655999999999999
    53   1                       0      9.6210000000000004      25.655999999999999
    54   1                       0      6.4139999999999997                  28.863
    55   2      3.2069999999999999      9.6210000000000004                  28.863
    56   3                       0      6.4139999999999997                   32.07
    57   1      3.2069999999999999      6.4139999999999997                   32.07
    58   1                       0      9.6210000000000004                   32.07
    59   1                       0      6.4139999999999997      35.277000000000001
    60   2      3.2069999999999999      9.6210000000000004      35.277000000000001
    61   3                       0      12.827999999999999                       0
    62   1      3.2069999999999999      12.827999999999999                       0
    63   1                       0                  16.035                       0
    64   1                       0      12.827999999999999      3.2069999999999999
    65   2      3.2069999999999999                  16.035      3.2069999999999999
    66   3                       0      12.827999999999999      6.4139999999999997
    67   1      3.2069999999999999      12.827999999999999      6.4139999999999997
    68   1                       0                  16.035      6.4139999999999997
    69   1                       0      12.827999999999999      9.6210000000000004
    70   2      3.2069999999999999                  16.035      9.6210000000000004
    71   3                       0      12.827999999999999      12.827999999999999
    72   1      3.2069999999999999      12.827999999999999      12.827999999999999
    73   1                       0                  16.035      12.827999999999999
    74   1                       0      12.827999999999999                  16.035
    75   2      3.2069999999999999                  16.035                  16.035
    76   3                       0      12.827999999999999      19.242000000000001
    77   1      3.2069999999999999      12.827999999999999      19.242000000000001
    78   1                       0                  16.035      19.242000000000001
    79   1                       0      12.827999999999999      22.449000000000002
    80   2      3.2069999999999999                  16.035      22.449000000000002
    81   3                       0      12.827999999999999      25.655999999999999
    82   1      3.2069999999999999      12.827999999999999      25.655999999999999
    83   1                       0                  16.035      25.655999999999999
    84   1                       0      12.827999999999999                  28.863
    85   2      3.2069999999999999                  16.035                  28.863
    86   3                       0      12.827999999999999                   32.07
    87   1      3.2069999999999999      12.827999999999999                   32.07
    88   1                       0                  16.035                   32.07
